Interest Group,Year,State,Candidate,Election Outcome,Election Type,Party,Incumbent,Office,Contribution
HUMAN RIGHTS CAMPAIGN,2014,WA,"LARSEN, RICK",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WA 002,1000.00
HUMAN RIGHTS CAMPAIGN,2014,WA,"KILMER, DEREK C",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WA 006,1000.00
HUMAN RIGHTS CAMPAIGN,2014,WA,"MCDERMOTT, JIM",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WA 007,1000.00
HUMAN RIGHTS CAMPAIGN,2014,WA,"SMITH, ADAM",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WA 009,1000.00
HUMAN RIGHTS CAMPAIGN,2014,HI,"GABBARD, TULSI",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT HI 002,1000.00
HUMAN RIGHTS CAMPAIGN,2014,MN,"MCCOLLUM, BETTY",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,US HOUSE DISTRICT MN 004,1000.00
HUMAN RIGHTS CAMPAIGN,2014,MN,"ELLISON, KEITH MAURICE",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,US HOUSE DISTRICT MN 005,1000.00
HUMAN RIGHTS CAMPAIGN,2014,RI,"LANGEVIN, JAMES R",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT RI 002,1000.00
HUMAN RIGHTS CAMPAIGN,2014,RI,"REED, JOHN F (JACK)",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT RI SW-CLASS II,1000.00
HUMAN RIGHTS CAMPAIGN,2014,MA,"NEAL, RICHARD E",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 001,1000.00
HUMAN RIGHTS CAMPAIGN,2014,MA,"MCGOVERN, JAMES P",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 002,1000.00
HUMAN RIGHTS CAMPAIGN,2014,MA,"TSONGAS, NICOLA S (NIKI)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 003,1000.00
HUMAN RIGHTS CAMPAIGN,2014,MA,"CLARK, KATHERINE M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 005,1000.00
HUMAN RIGHTS CAMPAIGN,2014,MA,"CAPUANO, MICHAEL E",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 007,1000.00
HUMAN RIGHTS CAMPAIGN,2014,MA,"LYNCH, STEPHEN F",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 008,1000.00
HUMAN RIGHTS CAMPAIGN,2014,FL,"BROWN, CORRINE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 005,1000.00
HUMAN RIGHTS CAMPAIGN,2014,FL,"GRAYSON, ALAN MARK",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 009,1000.00
HUMAN RIGHTS CAMPAIGN,2014,FL,"CASTOR, KATHY",Default Winner-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 014,1000.00
HUMAN RIGHTS CAMPAIGN,2014,FL,"HASTINGS, ALCEE L",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 020,1000.00
HUMAN RIGHTS CAMPAIGN,2014,FL,"DEUTCH, TED",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 021,1000.00
HUMAN RIGHTS CAMPAIGN,2014,FL,"FRANKEL, LOIS",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 022,1000.00
HUMAN RIGHTS CAMPAIGN,2014,FL,"WILSON, FREDERICA S",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 024,1000.00
HUMAN RIGHTS CAMPAIGN,2014,NH,"HASSAN, MARGARET WOOD (MAGGIE)",Won-General,Standard,DEMOCRATIC,Incumbent,GOVERNOR,1000.00
HUMAN RIGHTS CAMPAIGN,2014,DE,"CARNEY JR, JOHN C",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT DE 001,1000.00
HUMAN RIGHTS CAMPAIGN,2014,CT,"COURTNEY, JOSEPH D",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 002,1000.00
HUMAN RIGHTS CAMPAIGN,2014,CT,"DELAURO, ROSA L",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 003,1000.00
HUMAN RIGHTS CAMPAIGN,2014,CT,"HIMES, JAMES A",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 004,1000.00
HUMAN RIGHTS CAMPAIGN,2014,CT,"LARSON, JOHN B",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 001,1000.00
HUMAN RIGHTS CAMPAIGN,2014,LA,"RICHMOND, CEDRIC",Default Winner-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT LA 002,1000.00
HUMAN RIGHTS CAMPAIGN,2014,CA-SBE,"NEGRETE-MCLEOD, GLORIA",Lost-General,Standard,NONPARTISAN,Open,COUNTY SUPERVISOR DISTRICT SAN BERNARDINO COUNTY-004,1000.00
HUMAN RIGHTS CAMPAIGN,2010,DC,"HOLMES NORTON, ELEANOR",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DELEGATE DISTRICT DC 001,1000.00
HUMAN RIGHTS CAMPAIGN,2014,DC,"HOLMES NORTON, ELEANOR",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DELEGATE DISTRICT DC 001,1000.00
HUMAN RIGHTS CAMPAIGN,2014,NM,"LUJAN, BEN RAY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NM 003,1000.00
HUMAN RIGHTS CAMPAIGN,2012,NM,"LUJAN, BEN RAY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NM 003,1000.00
HUMAN RIGHTS CAMPAIGN,2010,NM,"LUJAN, BEN RAY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NM 003,1000.00
HUMAN RIGHTS CAMPAIGN,2016,TX,"GREEN, ALEXANDER (AL)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TX 009,1000.00
HUMAN RIGHTS CAMPAIGN,2016,TX,"JACKSON LEE, SHEILA",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TX 018,1000.00
HUMAN RIGHTS CAMPAIGN,2016,TX,"CASTRO, JOAQUIN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TX 020,1000.00
HUMAN RIGHTS CAMPAIGN,2016,TX,"VEASEY, MARC",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TX 033,1000.00
HUMAN RIGHTS CAMPAIGN,2016,AL,"SEWELL, TERRI A",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT AL 007,1000.00
HUMAN RIGHTS CAMPAIGN,2016,OH,"BEATTY, JOYCE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OH 003,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NM,"GRISHAM, MICHELLE LUJAN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NM 001,1000.00
HUMAN RIGHTS CAMPAIGN,2016,IL,"RUSH, BOBBY L",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 001,1000.00
HUMAN RIGHTS CAMPAIGN,2016,IL,"KELLY, ROBIN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 002,1000.00
HUMAN RIGHTS CAMPAIGN,2016,IL,"GUTIERREZ, LUIS V",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 004,1000.00
HUMAN RIGHTS CAMPAIGN,2016,IL,"QUIGLEY, MICHAEL B (MIKE)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 005,1000.00
HUMAN RIGHTS CAMPAIGN,2016,IL,"DAVIS, DANIEL K (DANNY)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 007,1000.00
HUMAN RIGHTS CAMPAIGN,2016,IN,"CARSON, ANDRE D",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IN 007,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MD,"CUMMINGS, ELIJAH",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MD 007,1000.00
HUMAN RIGHTS CAMPAIGN,2016,OR,"BROWN, KATE",Won-General,Special,DEMOCRATIC,Incumbent,GOVERNOR,1000.00
HUMAN RIGHTS CAMPAIGN,2016,OR,"BONAMICI, SUZANNE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OR 001,1000.00
HUMAN RIGHTS CAMPAIGN,2016,OR,"SCHRADER, WALTER (KURT)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OR 005,1000.00
HUMAN RIGHTS CAMPAIGN,2016,OR,"WYDEN, RON",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT OR SW-CLASS III,1000.00
HUMAN RIGHTS CAMPAIGN,2016,PA,"BOYLE, BRENDAN F",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT PA 013,1000.00
HUMAN RIGHTS CAMPAIGN,2016,PA,"DENT, CHARLES W (CHARLIE)",Won-General,Standard,REPUBLICAN,Incumbent,US HOUSE DISTRICT PA 015,1000.00
HUMAN RIGHTS CAMPAIGN,2016,IA,"LOEBSACK, DAVID WAYNE (DAVE)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IA 002,1000.00
HUMAN RIGHTS CAMPAIGN,2016,KY,"YARMUTH, JOHN A",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT KY 003,1000.00
HUMAN RIGHTS CAMPAIGN,2016,GA,"JOHNSON, HENRY C (HANK)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT GA 004,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MO,"CLAY JR, WILLIAM LACY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MO 001,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MO,"CLEAVER II, EMANUEL",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MO 005,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"DESAULNIER, MARK",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 011,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"LEE, BARBARA",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 013,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"SWALWELL, ERIC",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 015,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"COSTA, JIM",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 016,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"ESHOO, ANNA G",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 018,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"LOFGREN, ZOE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 019,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"LIEU, TED W",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 033,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"TORRES, NORMA J",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 035,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"BASS, KAREN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 037,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"SANCHEZ, LINDA T",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 038,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CA,"DAVIS, SUSAN A",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 053,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NJ,"NORCROSS, DONALD",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NJ 001,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NJ,"PAYNE JR, DONALD M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NJ 010,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NJ,"COLEMAN, BONNIE WATSON",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NJ 012,1000.00
HUMAN RIGHTS CAMPAIGN,2016,TN,"COOPER, JIM",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TN 005,1000.00
HUMAN RIGHTS CAMPAIGN,2016,TN,"COHEN, STEPHEN I",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TN 009,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"SCHUMER, CHARLES E (CHUCK)",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT NY SW-CLASS III,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MI,"KILDEE, DANIEL T",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MI 005,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MI,"LEVIN, SANDER",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MI 009,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MI,"CONYERS JR, JOHN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MI 013,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MI,"LAWRENCE, BRENDA",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MI 014,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CO,"PERLMUTTER, EDWIN G (ED)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CO 007,1000.00
HUMAN RIGHTS CAMPAIGN,2016,WA,"DELBENE, SUZAN K",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WA 001,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MN,"WALZ, TIMOTHY J (TIM)",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,US HOUSE DISTRICT MN 001,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MN,"ELLISON, KEITH MAURICE",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,US HOUSE DISTRICT MN 005,1000.00
HUMAN RIGHTS CAMPAIGN,2016,WI,"MOORE, GWENDOLYNNE (GWEN)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WI 004,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NC,"PRICE, DAVID E",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NC 004,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NC,"ADAMS, ALMA",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NC 012,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"MEEKS, GREGORY W",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 005,1000.00
HUMAN RIGHTS CAMPAIGN,2016,AZ,"GALLEGO, RUBEN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT AZ 007,1000.00
HUMAN RIGHTS CAMPAIGN,2016,AZ,"GRIJALVA, RAUL M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT AZ 003,1000.00
HUMAN RIGHTS CAMPAIGN,2016,HI,"GABBARD, TULSI",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT HI 002,1000.00
HUMAN RIGHTS CAMPAIGN,2016,HI,"SCHATZ, BRIAN E",Won-General,Standard,DEMOCRATIC,Incumbent,US SENATE DISTRICT HI SW-CLASS III,1000.00
HUMAN RIGHTS CAMPAIGN,2016,DC,"HOLMES NORTON, ELEANOR",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DELEGATE DISTRICT DC 001,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"VELAZQUEZ, NYDIA M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 007,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"MALONEY, CAROLYN B",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 012,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"SERRANO, JOSE E",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 015,1000.00
HUMAN RIGHTS CAMPAIGN,2016,FL,"WILSON, FREDERICA S",Default Winner-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 024,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MA,"KENNEDY III, JOSEPH P",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 004,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MA,"CLARK, KATHERINE M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 005,1000.00
HUMAN RIGHTS CAMPAIGN,2016,MA,"LYNCH, STEPHEN F",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 008,1000.00
HUMAN RIGHTS CAMPAIGN,2016,VA,"BEYER JR, DONALD (DON) STERNOFF",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT VA 008,1000.00
HUMAN RIGHTS CAMPAIGN,2016,VA,"CONNOLLY, GERALD E (GERRY)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT VA 011,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CT,"DELAURO, ROSA L",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 003,1000.00
HUMAN RIGHTS CAMPAIGN,2016,CT,"HIMES, JAMES A",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 004,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"RICE, KATHLEEN M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 004,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"JEFFRIES, HAKEEM S",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 008,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"CROWLEY, JOSEPH (JOE)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 014,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"LOWEY, NITA M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 017,1000.00
HUMAN RIGHTS CAMPAIGN,2016,NY,"SLAUGHTER, LOUISE M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 025,1000.00
HUMAN RIGHTS CAMPAIGN,2002,PA,"RENDELL, EDWARD G & KNOLL, CATHERINE BAKER",Won-General,Standard,DEMOCRATIC,Open,GOVERNOR / LIEUTENANT GOVERNOR,1000.00
HUMAN RIGHTS CAMPAIGN,2002,NM,"RICHARDSON, WILLIAM B (BILL) & DENISH, DIANE D",Won-General,Standard,DEMOCRATIC,Open,GOVERNOR / LIEUTENANT GOVERNOR,1000.00
HUMAN RIGHTS CAMPAIGN,2018,AL,"SEWELL, TERRI A",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT AL 007,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"BASS, KAREN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 037,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"DAVIS, SUSAN A",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 053,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CT,"DELAURO, ROSA L",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 003,1000.00
HUMAN RIGHTS CAMPAIGN,2018,FL,"WILSON, FREDERICA S",Default Winner-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 024,1000.00
HUMAN RIGHTS CAMPAIGN,2018,FL,"DEUTCH, TED",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 022,1000.00
HUMAN RIGHTS CAMPAIGN,2018,IL,"QUIGLEY, MICHAEL B (MIKE)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IL 005,1000.00
HUMAN RIGHTS CAMPAIGN,2018,AZ,"GRIJALVA, RAUL M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT AZ 003,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"LOWENTHAL, ALAN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 047,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"SWALWELL, ERIC",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 015,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"SANCHEZ, LINDA T",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 038,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CT,"COURTNEY, JOSEPH D",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CT 002,1000.00
HUMAN RIGHTS CAMPAIGN,2018,MI,"KILDEE, DANIEL T",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MI 005,1000.00
HUMAN RIGHTS CAMPAIGN,2018,MI,"LAWRENCE, BRENDA",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MI 014,1000.00
HUMAN RIGHTS CAMPAIGN,2018,NJ,"PAYNE JR, DONALD M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NJ 010,1000.00
HUMAN RIGHTS CAMPAIGN,2018,NY,"ESPAILLAT, ADRIANO",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 013,1000.00
HUMAN RIGHTS CAMPAIGN,2018,NY,"MALONEY, CAROLYN B",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 012,1000.00
HUMAN RIGHTS CAMPAIGN,2018,OR,"BONAMICI, SUZANNE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT OR 001,1000.00
HUMAN RIGHTS CAMPAIGN,2018,TX,"VEASEY, MARC",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TX 033,1000.00
HUMAN RIGHTS CAMPAIGN,2018,TX,"CASTRO, JOAQUIN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TX 020,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"LOFGREN, ZOE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 019,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"COSTA, JIM",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 016,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"LIEU, TED W",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 033,1000.00
HUMAN RIGHTS CAMPAIGN,2018,FL,"WASSERMAN SCHULTZ, DEBBIE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT FL 023,1000.00
HUMAN RIGHTS CAMPAIGN,2018,MA,"MCGOVERN, JAMES P",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 002,1000.00
HUMAN RIGHTS CAMPAIGN,2018,MA,"CLARK, KATHERINE M",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MA 005,1000.00
HUMAN RIGHTS CAMPAIGN,2018,MS,"THOMPSON, BENNIE G",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MS 002,1000.00
HUMAN RIGHTS CAMPAIGN,2018,NC,"ADAMS, ALMA",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NC 012,1000.00
HUMAN RIGHTS CAMPAIGN,2018,NJ,"NORCROSS, DONALD",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NJ 001,1000.00
HUMAN RIGHTS CAMPAIGN,2018,NJ,"COLEMAN, BONNIE WATSON",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NJ 012,1000.00
HUMAN RIGHTS CAMPAIGN,2018,VA,"BEYER JR, DONALD (DON) STERNOFF",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT VA 008,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"PANETTA, JIMMY",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 020,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"BARRAGAN, NANETTE DIAZ",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 044,1000.00
HUMAN RIGHTS CAMPAIGN,2018,CA,"CORREA, LOU",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 046,1000.00
HUMAN RIGHTS CAMPAIGN,2018,DE,"BLUNT ROCHESTER, LISA",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT DE 001,1000.00
HUMAN RIGHTS CAMPAIGN,2018,GA,"JOHNSON, HENRY C (HANK)",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT GA 004,1000.00
HUMAN RIGHTS CAMPAIGN,2018,GA,"LEWIS, JOHN",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT GA 005,1000.00
HUMAN RIGHTS CAMPAIGN,2018,TN,"COHEN, STEPHEN I",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TN 009,1000.00
HUMAN RIGHTS CAMPAIGN,2018,TX,"GONZALEZ, VICENTE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT TX 015,1000.00
HUMAN RIGHTS CAMPAIGN,2018,VA,"MCEACHIN, ASTON DONALD",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT VA 004,1000.00
HUMAN RIGHTS CAMPAIGN,2018,WA,"SMITH, ADAM",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT WA 009,1000.00
HUMAN RIGHTS CAMPAIGN,2018,IN,"CARSON, ANDRE D",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT IN 007,1000.00
HUMAN RIGHTS CAMPAIGN,2018,LA,"RICHMOND, CEDRIC",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT LA 002,1000.00
HUMAN RIGHTS CAMPAIGN,2018,MA,"TRAHAN, LORI",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT MA 003,1000.00
HUMAN RIGHTS CAMPAIGN,2018,NJ,"PALLONE JR, FRANK",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NJ 006,1000.00
